fecha,categoria_codigo,categoria,indice_mensual,variacion_mensual,variacion_acumulada,variacion_12_meses
2008-03-01,1,Alimentos y bebidas no alcohólicas,56.615130400317234,,,
2008-04-01,1,Alimentos y bebidas no alcohólicas,57.078112597595116,0.817771139983603,,
2008-05-01,1,Alimentos y bebidas no alcohólicas,59.898041928017726,4.940474031268893,,
2008-06-01,1,Alimentos y bebidas no alcohólicas,61.26932055060347,2.289354674120525,,
2008-07-01,1,Alimentos y bebidas no alcohólicas,61.246696113165406,-0.03692620912839617,,
2008-08-01,1,Alimentos y bebidas no alcohólicas,61.760375292009954,0.8387051244289623,,
2008-09-01,1,Alimentos y bebidas no alcohólicas,62.737005096900745,1.5813210335480887,,
2008-10-01,1,Alimentos y bebidas no alcohólicas,62.44946295611067,-0.45832940279177947,,
2008-11-01,1,Alimentos y bebidas no alcohólicas,62.02905556802893,-0.673196162434897,,
2008-12-01,1,Alimentos y bebidas no alcohólicas,62.2718574857181,0.3914325560267162,,
2009-01-01,1,Alimentos y bebidas no alcohólicas,62.506066485824434,0.3761072972009005,0.3761072972009005,
2009-02-01,1,Alimentos y bebidas no alcohólicas,61.93937743076547,-0.9066144886712424,-0.5339170347197109,
2009-03-01,1,Alimentos y bebidas no alcohólicas,60.768061862779845,-1.8910677126112496,-2.4148880146752427,7.335373835753534
2009-04-01,1,Alimentos y bebidas no alcohólicas,59.729633936398834,-1.7088383182696898,-4.082459801206861,4.645425747514009
2009-05-01,1,Alimentos y bebidas no alcohólicas,59.34048063469601,-0.6515246721873535,-4.707386240557221,-0.9308506177743925
2009-06-01,1,Alimentos y bebidas no alcohólicas,59.78061423800949,0.7417088614818823,-4.000592479965725,-2.4297744763864704
2009-07-01,1,Alimentos y bebidas no alcohólicas,59.152540903555526,-1.0506304467755467,-5.009191484095332,-3.419213349468697
2009-08-01,1,Alimentos y bebidas no alcohólicas,60.27538417819774,1.8982164713311933,-3.2060603105957597,-2.40443991279361
2009-09-01,1,Alimentos y bebidas no alcohólicas,60.46284733947614,0.3110111429969198,-2.9050203724159895,-3.62490647092899
2009-10-01,1,Alimentos y bebidas no alcohólicas,60.92353176103027,0.7619297499629196,-2.1652248369129934,-2.443465680646162
2009-11-01,1,Alimentos y bebidas no alcohólicas,60.3005928372306,-1.0224931250589875,-3.1655786868724833,-2.7865372364128227
