fecha,codigo,producto,indice
2021-05-01,01120104,Hueso de res,105.1354322806302
2021-06-01,01120104,Hueso de res,104.50856934477488
2021-07-01,01120104,Hueso de res,105.44254691849954
2021-08-01,01120104,Hueso de res,104.97867663306417
2021-09-01,01120104,Hueso de res,104.92694573312443
2021-10-01,01120104,Hueso de res,105.33148796644784
2021-11-01,01120104,Hueso de res,106.70529462826252
2021-12-01,01120104,Hueso de res,104.75297404240303
2022-01-01,01120104,Hueso de res,104.71581936026992
2022-02-01,01120104,Hueso de res,104.8400093131506
2022-03-01,01120104,Hueso de res,105.00135509675728
2022-04-01,01120104,Hueso de res,105.71202417808252
2022-05-01,01120104,Hueso de res,105.87488294564614
2022-06-01,01120104,Hueso de res,105.54933080789209
2022-07-01,01120104,Hueso de res,105.83566661109987
2022-08-01,01120104,Hueso de res,105.8243977664601
2022-09-01,01120104,Hueso de res,106.6830894566186
2022-10-01,01120104,Hueso de res,108.15575349664834
2022-11-01,01120104,Hueso de res,111.87711413495043
2022-12-01,01120104,Hueso de res,107.36880219922995
2023-01-01,01120104,Hueso de res,109.87020818051003
2023-02-01,01120104,Hueso de res,109.69390699987575
2023-03-01,01120104,Hueso de res,107.8145980837014
2023-04-01,01120104,Hueso de res,108.30536906021706
2023-05-01,01120104,Hueso de res,109.92931125199372
2023-06-01,01120104,Hueso de res,110.55962276615176
2023-07-01,01120104,Hueso de res,110.41738224560918
2023-08-01,01120104,Hueso de res,110.76008172630762
2023-09-01,01120104,Hueso de res,109.62666478395968
2023-10-01,01120104,Hueso de res,109.14883033714283
2023-11-01,01120104,Hueso de res,110.36933193973175
2023-12-01,01120104,Hueso de res,110.4168805258865
2024-01-01,01120104,Hueso de res,110.78167950768491
2024-02-01,01120104,Hueso de res,111.95944900474197
2024-03-01,01120104,Hueso de res,111.54060944631792
2024-04-01,01120104,Hueso de res,112.18598296127927
2024-05-01,01120104,Hueso de res,112.76604238881667
2024-06-01,01120104,Hueso de res,112.53558060360196
2024-07-01,01120104,Hueso de res,112.79261214157654
2024-08-01,01120104,Hueso de res,115.98059783772305
2024-09-01,01120104,Hueso de res,118.6472965984307
2024-10-01,01120104,Hueso de res,129.1598052530029
2024-11-01,01120104,Hueso de res,145.01561911929312
2024-12-01,01120104,Hueso de res,148.9449014127705
2025-01-01,01120104,Hueso de res,152.413773556831
2025-02-01,01120104,Hueso de res,160.98079718885654
2025-03-01,01120104,Hueso de res,170.71523216387052
2025-04-01,01120104,Hueso de res,178.1926394375966
2025-05-01,01120104,Hueso de res,193.76584999678158
2025-06-01,01120104,Hueso de res,219.05201734683587
2025-07-01,01120104,Hueso de res,209.23920835275268
2025-08-01,01120104,Hueso de res,207.67352365274684
2025-09-01,01120104,Hueso de res,213.42278164161877
2025-10-01,01120104,Hueso de res,222.02380714013844
2025-11-01,01120104,Hueso de res,234.072443467265
2025-12-01,01120104,Hueso de res,228.45342456740653
2018-01-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,100.49392251255391
2018-02-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,100.9024482843144
2018-03-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,99.41613043840903
2018-04-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,95.47041698488981
2018-05-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,93.35804838146767
2018-06-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,92.25093502193954
2018-07-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,92.42482029206151
2018-08-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,91.28433271032115
2018-09-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,94.21932954261736
2018-10-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,96.79261126195581
2018-11-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,101.34055224135724
2018-12-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,103.87258838496038
2019-01-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,103.55555356419754
2019-02-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,100.98839845655874
2019-03-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,99.57416016788176
2019-04-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,96.6086221056043
2019-05-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,93.89292161466165
2019-06-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,95.02860563018027
2019-07-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,96.79858423959766
2019-08-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,97.57041029347083
2019-09-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,96.71021963720119
2019-10-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,97.96833674490689
2019-11-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,102.65101347332997
2019-12-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,98.6948314588956
2020-01-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,97.93621391993449
2020-02-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,99.1406023822773
2020-03-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,98.6919780114501
2020-04-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,93.12023611185369
2020-05-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,86.65300148478923
2020-06-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,84.39252013684886
2020-07-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,84.06777732934378
2020-08-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,85.40887117991771
2020-09-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,82.40237534457442
2020-10-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,87.9814694091564
2020-11-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,96.78865895158563
2020-12-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,105.27707278052807
2021-01-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,103.46276799607126
2021-02-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,99.14252687704817
2021-03-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,97.09428669099702
2021-04-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,96.69562709607743
2021-05-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,97.6693660780956
2021-06-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,96.40900939933007
2021-07-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,95.50668638978371
2021-08-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,92.68260465927
2021-09-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,92.69805263526762
2021-10-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,95.7059526771015
2021-11-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,100.94576682008768
2021-12-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,105.627411000072
2022-01-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,103.9368894069511
2022-02-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,100.53400054643178
2022-03-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,98.00857710081007
2022-04-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,95.43100094114158
2022-05-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,97.97369980523685
2022-06-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,97.81927558226792
2022-07-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,96.70206257051969
2022-08-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,96.60498470656164
2022-09-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,97.02080017792125
2022-10-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,103.75116331694937
2022-11-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,105.24948298506855
2022-12-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,106.03049881902338
2023-01-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,110.12287379656902
2023-02-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,108.38794624207442
2023-03-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,104.4570483025152
2023-04-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,98.87160333370605
2023-05-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,99.98504807702808
2023-06-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,103.5032867518437
2023-07-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,102.89613094891543
2023-08-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,104.10374611138253
2023-09-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,105.02453534081842
2023-10-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,104.94695421066464
2023-11-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,104.19274735483894
2023-12-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,109.74077654694408
2024-01-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,113.29433895788964
2024-02-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,111.16354152583037
2024-03-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,105.10382992511533
2024-04-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,101.4437007950977
2024-05-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,100.86312071486789
2024-06-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,102.81497444520835
2024-07-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,104.55268902268824
2024-08-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,111.76082983222648
2024-09-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,118.12934357971092
2024-10-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,125.68670362057665
2024-11-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,128.0596424594627
2024-12-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,137.4640134682829
2025-01-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,151.6313832244582
2025-02-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,153.75035858725107
2025-03-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,147.42454279072362
2025-04-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,125.74188772044084
2025-05-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,138.9934519512593
2025-06-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,157.2331869211976
2025-07-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,151.03538392650285
2025-08-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,156.95712433511736
2025-09-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,162.1627792045515
2025-10-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,164.01393147366235
2025-11-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,163.1597299612525
2025-12-01,01120201,Carne fresca de ganado porcino entero o cortes especiales,165.3096001762979
2018-01-01,01120301,Carne fresca de ganado ovino por piezas (cordero),106.56358980639457
2018-02-01,01120301,Carne fresca de ganado ovino por piezas (cordero),107.16482998431651
2018-03-01,01120301,Carne fresca de ganado ovino por piezas (cordero),105.12102738525984
2018-04-01,01120301,Carne fresca de ganado ovino por piezas (cordero),104.26975186640664
2018-05-01,01120301,Carne fresca de ganado ovino por piezas (cordero),103.9447609836792
2018-06-01,01120301,Carne fresca de ganado ovino por piezas (cordero),105.36942658355895
2018-07-01,01120301,Carne fresca de ganado ovino por piezas (cordero),106.02143987039376
2018-08-01,01120301,Carne fresca de ganado ovino por piezas (cordero),106.695593023799
2018-09-01,01120301,Carne fresca de ganado ovino por piezas (cordero),107.48464377861669
2018-10-01,01120301,Carne fresca de ganado ovino por piezas (cordero),107.82723774708553
2018-11-01,01120301,Carne fresca de ganado ovino por piezas (cordero),108.99901109980131
2018-12-01,01120301,Carne fresca de ganado ovino por piezas (cordero),109.18167249911379
2019-01-01,01120301,Carne fresca de ganado ovino por piezas (cordero),108.19672567947202
2019-02-01,01120301,Carne fresca de ganado ovino por piezas (cordero),107.95034412175875
2019-03-01,01120301,Carne fresca de ganado ovino por piezas (cordero),108.19027648343169
2019-04-01,01120301,Carne fresca de ganado ovino por piezas (cordero),108.08124075628824
2019-05-01,01120301,Carne fresca de ganado ovino por piezas (cordero),108.16686630031845
2019-06-01,01120301,Carne fresca de ganado ovino por piezas (cordero),108.12548645909519
2019-07-01,01120301,Carne fresca de ganado ovino por piezas (cordero),108.45892074528027
2019-08-01,01120301,Carne fresca de ganado ovino por piezas (cordero),109.63956601500023
2019-09-01,01120301,Carne fresca de ganado ovino por piezas (cordero),109.54407674883988
2019-10-01,01120301,Carne fresca de ganado ovino por piezas (cordero),110.80309014611976
2019-11-01,01120301,Carne fresca de ganado ovino por piezas (cordero),115.03623561950207
2019-12-01,01120301,Carne fresca de ganado ovino por piezas (cordero),113.76187424312462
2020-01-01,01120301,Carne fresca de ganado ovino por piezas (cordero),112.08187546590334
2020-02-01,01120301,Carne fresca de ganado ovino por piezas (cordero),110.92915253291034
2020-03-01,01120301,Carne fresca de ganado ovino por piezas (cordero),110.66842121922707
2020-04-01,01120301,Carne fresca de ganado ovino por piezas (cordero),110.89395695859294
2020-05-01,01120301,Carne fresca de ganado ovino por piezas (cordero),112.3731201978767
2020-06-01,01120301,Carne fresca de ganado ovino por piezas (cordero),110.61146981364232
2020-07-01,01120301,Carne fresca de ganado ovino por piezas (cordero),110.37809455998955
2020-08-01,01120301,Carne fresca de ganado ovino por piezas (cordero),113.79619681997299
2020-09-01,01120301,Carne fresca de ganado ovino por piezas (cordero),111.13570785354725
2020-10-01,01120301,Carne fresca de ganado ovino por piezas (cordero),112.69739629433656
2020-11-01,01120301,Carne fresca de ganado ovino por piezas (cordero),112.87934245961387
2020-12-01,01120301,Carne fresca de ganado ovino por piezas (cordero),115.15731480121505
2021-01-01,01120301,Carne fresca de ganado ovino por piezas (cordero),115.0246588879768
2021-02-01,01120301,Carne fresca de ganado ovino por piezas (cordero),114.00009837158964
2021-03-01,01120301,Carne fresca de ganado ovino por piezas (cordero),112.39603171719375
2021-04-01,01120301,Carne fresca de ganado ovino por piezas (cordero),110.2690091306479
2021-05-01,01120301,Carne fresca de ganado ovino por piezas (cordero),110.55228240616262
2021-06-01,01120301,Carne fresca de ganado ovino por piezas (cordero),110.35623081674237
2021-07-01,01120301,Carne fresca de ganado ovino por piezas (cordero),110.52736847035649
2021-08-01,01120301,Carne fresca de ganado ovino por piezas (cordero),109.8482406194571
2021-09-01,01120301,Carne fresca de ganado ovino por piezas (cordero),110.03607119663683
2021-10-01,01120301,Carne fresca de ganado ovino por piezas (cordero),109.73838816430022
2021-11-01,01120301,Carne fresca de ganado ovino por piezas (cordero),110.19511927562364
2021-12-01,01120301,Carne fresca de ganado ovino por piezas (cordero),114.1643056283017
2022-01-01,01120301,Carne fresca de ganado ovino por piezas (cordero),112.07221786610262
2022-02-01,01120301,Carne fresca de ganado ovino por piezas (cordero),112.32202320376841
2022-03-01,01120301,Carne fresca de ganado ovino por piezas (cordero),111.7100400375016
2022-04-01,01120301,Carne fresca de ganado ovino por piezas (cordero),111.65094382534649
2022-05-01,01120301,Carne fresca de ganado ovino por piezas (cordero),111.91017078931351
2022-06-01,01120301,Carne fresca de ganado ovino por piezas (cordero),112.93969898816982
2022-07-01,01120301,Carne fresca de ganado ovino por piezas (cordero),112.87521658014101
2022-08-01,01120301,Carne fresca de ganado ovino por piezas (cordero),112.94706834652793
2022-09-01,01120301,Carne fresca de ganado ovino por piezas (cordero),114.85506334580913
2022-10-01,01120301,Carne fresca de ganado ovino por piezas (cordero),116.53922636125682
2022-11-01,01120301,Carne fresca de ganado ovino por piezas (cordero),118.22547403316722
2022-12-01,01120301,Carne fresca de ganado ovino por piezas (cordero),119.93048226993889
2023-01-01,01120301,Carne fresca de ganado ovino por piezas (cordero),120.52813806861325
2023-02-01,01120301,Carne fresca de ganado ovino por piezas (cordero),118.90007226751837
2023-03-01,01120301,Carne fresca de ganado ovino por piezas (cordero),116.70593902667386
2023-04-01,01120301,Carne fresca de ganado ovino por piezas (cordero),115.15538596786021
2023-05-01,01120301,Carne fresca de ganado ovino por piezas (cordero),115.81616057311403
2023-06-01,01120301,Carne fresca de ganado ovino por piezas (cordero),115.84627025432874
2023-07-01,01120301,Carne fresca de ganado ovino por piezas (cordero),116.64290708699932
2023-08-01,01120301,Carne fresca de ganado ovino por piezas (cordero),117.66679490726868
2023-09-01,01120301,Carne fresca de ganado ovino por piezas (cordero),118.41469074942967
2023-10-01,01120301,Carne fresca de ganado ovino por piezas (cordero),118.63280877154192
2023-11-01,01120301,Carne fresca de ganado ovino por piezas (cordero),119.54579815165471
2023-12-01,01120301,Carne fresca de ganado ovino por piezas (cordero),120.90744255828116
2024-01-01,01120301,Carne fresca de ganado ovino por piezas (cordero),119.76385736696191
2024-02-01,01120301,Carne fresca de ganado ovino por piezas (cordero),120.47020888795248
2024-03-01,01120301,Carne fresca de ganado ovino por piezas (cordero),118.59066668069063
2024-04-01,01120301,Carne fresca de ganado ovino por piezas (cordero),116.9174357607503
2024-05-01,01120301,Carne fresca de ganado ovino por piezas (cordero),117.42267845634122
2024-06-01,01120301,Carne fresca de ganado ovino por piezas (cordero),118.47953301331383
2024-07-01,01120301,Carne fresca de ganado ovino por piezas (cordero),120.79960729594252
2024-08-01,01120301,Carne fresca de ganado ovino por piezas (cordero),123.78658104690246
2024-09-01,01120301,Carne fresca de ganado ovino por piezas (cordero),125.33888651865577
2024-10-01,01120301,Carne fresca de ganado ovino por piezas (cordero),128.88683106984138
2024-11-01,01120301,Carne fresca de ganado ovino por piezas (cordero),133.40913736501366
2024-12-01,01120301,Carne fresca de ganado ovino por piezas (cordero),136.9279656819249
2025-01-01,01120301,Carne fresca de ganado ovino por piezas (cordero),137.77019122154442
2025-02-01,01120301,Carne fresca de ganado ovino por piezas (cordero),136.72762104647933
2025-03-01,01120301,Carne fresca de ganado ovino por piezas (cordero),142.85566939296837
2025-04-01,01120301,Carne fresca de ganado ovino por piezas (cordero),141.43462220267008
2025-05-01,01120301,Carne fresca de ganado ovino por piezas (cordero),145.32478414981398
2025-06-01,01120301,Carne fresca de ganado ovino por piezas (cordero),159.21418224060753
2025-07-01,01120301,Carne fresca de ganado ovino por piezas (cordero),176.30204350290074
2025-08-01,01120301,Carne fresca de ganado ovino por piezas (cordero),190.82792645110845
2025-09-01,01120301,Carne fresca de ganado ovino por piezas (cordero),200.64603091865644
2025-10-01,01120301,Carne fresca de ganado ovino por piezas (cordero),202.43916518272025
2025-11-01,01120301,Carne fresca de ganado ovino por piezas (cordero),205.9212270074885
2025-12-01,01120301,Carne fresca de ganado ovino por piezas (cordero),204.92309343346312
2018-01-01,01120501,Carne de llama,103.24866661371543
2018-02-01,01120501,Carne de llama,102.74935930859796
2018-03-01,01120501,Carne de llama,103.02776549595511
2018-04-01,01120501,Carne de llama,100.69403962847852
2018-05-01,01120501,Carne de llama,100.1388408776434
2018-06-01,01120501,Carne de llama,100.62200624211816
2018-07-01,01120501,Carne de llama,101.55550001021952
2018-08-01,01120501,Carne de llama,102.29644226454337
2018-09-01,01120501,Carne de llama,103.55881310588045
2018-10-01,01120501,Carne de llama,104.9858648125098
2018-11-01,01120501,Carne de llama,107.59753311678226
2018-12-01,01120501,Carne de llama,108.15956078469371
2019-01-01,01120501,Carne de llama,109.27960391791483
2019-02-01,01120501,Carne de llama,108.69863660105665
2019-03-01,01120501,Carne de llama,106.76389016624893
2019-04-01,01120501,Carne de llama,105.98124837375234
2019-05-01,01120501,Carne de llama,104.38871184081668
2019-06-01,01120501,Carne de llama,104.89207886396228
2019-07-01,01120501,Carne de llama,104.89207886396228
2019-08-01,01120501,Carne de llama,104.81043215654098
2019-09-01,01120501,Carne de llama,104.81043215654098
2019-10-01,01120501,Carne de llama,105.47710779946561
2019-11-01,01120501,Carne de llama,110.98010500262355
2019-12-01,01120501,Carne de llama,108.19361414045672
2020-01-01,01120501,Carne de llama,109.95297163348788
2020-02-01,01120501,Carne de llama,109.54921595016143
2020-03-01,01120501,Carne de llama,108.81568230111547
2020-04-01,01120501,Carne de llama,107.65131867880366
2020-05-01,01120501,Carne de llama,104.98132803960102
2020-06-01,01120501,Carne de llama,102.48881892155184
2020-07-01,01120501,Carne de llama,101.29780674752082
2020-08-01,01120501,Carne de llama,106.13174493396794
2020-09-01,01120501,Carne de llama,106.83165856793929
2020-10-01,01120501,Carne de llama,107.69013308028785
2020-11-01,01120501,Carne de llama,108.86170954432097
2020-12-01,01120501,Carne de llama,109.75414618281395
2021-01-01,01120501,Carne de llama,109.83764599186327
2021-02-01,01120501,Carne de llama,108.01406474794814
2021-03-01,01120501,Carne de llama,107.02205668259414
2021-04-01,01120501,Carne de llama,106.22650399844728
2021-05-01,01120501,Carne de llama,104.97960037869862
2021-06-01,01120501,Carne de llama,103.98423772424368
2021-07-01,01120501,Carne de llama,104.82710436934184
2021-08-01,01120501,Carne de llama,104.9932316042125
2021-09-01,01120501,Carne de llama,105.74427753879736
2021-10-01,01120501,Carne de llama,108.41009632356567
2021-11-01,01120501,Carne de llama,110.16297271244146
2021-12-01,01120501,Carne de llama,110.35712264516164
2022-01-01,01120501,Carne de llama,112.00759568776544
2022-02-01,01120501,Carne de llama,111.3532436458213
2022-03-01,01120501,Carne de llama,110.0886661880841
2022-04-01,01120501,Carne de llama,107.87559909368665
2022-05-01,01120501,Carne de llama,106.60498527618483
2022-06-01,01120501,Carne de llama,106.30005977906816
2022-07-01,01120501,Carne de llama,107.76712897777713
2022-08-01,01120501,Carne de llama,108.57008836658484
2022-09-01,01120501,Carne de llama,108.57008836658484
2022-10-01,01120501,Carne de llama,111.7515616637552
2022-11-01,01120501,Carne de llama,112.32566965366418
2022-12-01,01120501,Carne de llama,112.32566775304711
2023-01-01,01120501,Carne de llama,111.72520960829647
2023-02-01,01120501,Carne de llama,110.30962812559018
2023-03-01,01120501,Carne de llama,110.30962812559018
2023-04-01,01120501,Carne de llama,107.97382678429021
2023-05-01,01120501,Carne de llama,107.97382678429021
2023-06-01,01120501,Carne de llama,105.60495470624438
2023-07-01,01120501,Carne de llama,106.21020810782318
2023-08-01,01120501,Carne de llama,108.57008836658484
2023-09-01,01120501,Carne de llama,108.57008836658484
2023-10-01,01120501,Carne de llama,110.30962812559018
2023-11-01,01120501,Carne de llama,111.46591412542095
2023-12-01,01120501,Carne de llama,111.46591412542095
2024-01-01,01120501,Carne de llama,111.75077670891176
2024-02-01,01120501,Carne de llama,111.55576579666592
2024-03-01,01120501,Carne de llama,109.72583269055511
2024-04-01,01120501,Carne de llama,108.54566163620218
2024-05-01,01120501,Carne de llama,107.97382678429021
2024-06-01,01120501,Carne de llama,108.57008836658484
2024-07-01,01120501,Carne de llama,108.65994003782984
2024-08-01,01120501,Carne de llama,110.00578407957744
2024-09-01,01120501,Carne de llama,112.51746852308813
2024-10-01,01120501,Carne de llama,117.96031879894369
2024-11-01,01120501,Carne de llama,123.86909014073979
2024-12-01,01120501,Carne de llama,126.97010271553077
2025-01-01,01120501,Carne de llama,129.53062731548738
2025-02-01,01120501,Carne de llama,129.83870593629723
2025-03-01,01120501,Carne de llama,140.06454645784066
2025-04-01,01120501,Carne de llama,142.5647245657042
2025-05-01,01120501,Carne de llama,143.4153115172772
2025-06-01,01120501,Carne de llama,157.7250155059977
2025-07-01,01120501,Carne de llama,170.18961946451353
2025-08-01,01120501,Carne de llama,185.68229981835918
2025-09-01,01120501,Carne de llama,193.13982317800964
2025-10-01,01120501,Carne de llama,200.58331238133061
2025-11-01,01120501,Carne de llama,202.52749157857917
2025-12-01,01120501,Carne de llama,203.1683967548637
2018-01-01,01120601,Carne de pollo,110.58889108245758
2018-02-01,01120601,Carne de pollo,114.05613913502953
2018-03-01,01120601,Carne de pollo,110.19980269826529
2018-04-01,01120601,Carne de pollo,103.3238688067285
2018-05-01,01120601,Carne de pollo,105.19101451501652
2018-06-01,01120601,Carne de pollo,103.30135295088492
2018-07-01,01120601,Carne de pollo,101.43823790278357
2018-08-01,01120601,Carne de pollo,106.62965200614394
2018-09-01,01120601,Carne de pollo,106.2374644001624
2018-10-01,01120601,Carne de pollo,108.88763165186867
2018-11-01,01120601,Carne de pollo,107.57874929998665
2018-12-01,01120601,Carne de pollo,112.40320372170747
2019-01-01,01120601,Carne de pollo,109.64600823916464
2019-02-01,01120601,Carne de pollo,98.74547658618104
2019-03-01,01120601,Carne de pollo,97.3985524770207
2019-04-01,01120601,Carne de pollo,102.89441208155567
2019-05-01,01120601,Carne de pollo,125.0123240411245
2019-06-01,01120601,Carne de pollo,116.01872123811903
2019-07-01,01120601,Carne de pollo,113.86914447538112
2019-08-01,01120601,Carne de pollo,127.18469557240506
2019-09-01,01120601,Carne de pollo,127.39225315566078
2019-10-01,01120601,Carne de pollo,125.60846906586282
2019-11-01,01120601,Carne de pollo,126.30449825966062
2019-12-01,01120601,Carne de pollo,124.0091408021686
2020-01-01,01120601,Carne de pollo,129.92231628413447
2020-02-01,01120601,Carne de pollo,120.2266555301498
2020-03-01,01120601,Carne de pollo,107.73634791421895
2020-04-01,01120601,Carne de pollo,95.86238062963731
2020-05-01,01120601,Carne de pollo,92.7786503140733
2020-06-01,01120601,Carne de pollo,111.57949698198104
2020-07-01,01120601,Carne de pollo,122.11999212466876
2020-08-01,01120601,Carne de pollo,125.3552159888925
2020-09-01,01120601,Carne de pollo,115.82863520870418
2020-10-01,01120601,Carne de pollo,133.42047724099416
2020-11-01,01120601,Carne de pollo,126.31549341889234
2020-12-01,01120601,Carne de pollo,119.42840612077288
2021-01-01,01120601,Carne de pollo,113.77658726301203
2021-02-01,01120601,Carne de pollo,119.6191625100273
2021-03-01,01120601,Carne de pollo,132.83763302847603
2021-04-01,01120601,Carne de pollo,137.50953988887971
2021-05-01,01120601,Carne de pollo,136.93001828411397
2021-06-01,01120601,Carne de pollo,135.20244350335565
2021-07-01,01120601,Carne de pollo,124.35041524284556
2021-08-01,01120601,Carne de pollo,133.83399706206387
2021-09-01,01120601,Carne de pollo,130.25203686025492
2021-10-01,01120601,Carne de pollo,124.80433425521957
2021-11-01,01120601,Carne de pollo,123.75908120972849
2021-12-01,01120601,Carne de pollo,123.67322481172522
2022-01-01,01120601,Carne de pollo,119.34440634391112
2022-02-01,01120601,Carne de pollo,115.2130765743588
2022-03-01,01120601,Carne de pollo,111.52904073420473
2022-04-01,01120601,Carne de pollo,114.3778845274193
2022-05-01,01120601,Carne de pollo,122.87909094900857
2022-06-01,01120601,Carne de pollo,120.45982878246446
2022-07-01,01120601,Carne de pollo,126.66233909337137
2022-08-01,01120601,Carne de pollo,128.43804625010884
2022-09-01,01120601,Carne de pollo,122.62546728348629
2022-10-01,01120601,Carne de pollo,127.04977542253376
2022-11-01,01120601,Carne de pollo,136.10645747757408
2022-12-01,01120601,Carne de pollo,143.09789537057043
2023-01-01,01120601,Carne de pollo,141.89434186117424
2023-02-01,01120601,Carne de pollo,120.06680553468769
2023-03-01,01120601,Carne de pollo,129.03116427916646
2023-04-01,01120601,Carne de pollo,129.92034915286362
2023-05-01,01120601,Carne de pollo,142.20669085369698
2023-06-01,01120601,Carne de pollo,142.07096286386516
2023-07-01,01120601,Carne de pollo,135.94356475353553
2023-08-01,01120601,Carne de pollo,139.6864502451866
2023-09-01,01120601,Carne de pollo,139.97035086365395
2023-10-01,01120601,Carne de pollo,133.61396715356992
2023-11-01,01120601,Carne de pollo,126.14006246166866
2023-12-01,01120601,Carne de pollo,126.01090465796946
2024-01-01,01120601,Carne de pollo,124.58160102460177
2024-02-01,01120601,Carne de pollo,124.56411849812392
2024-03-01,01120601,Carne de pollo,123.18179456570387
2024-04-01,01120601,Carne de pollo,123.33486336574315
