fecha,codigo,producto,indice
2023-01-01,01110102,Pan especial,109.4536379875362
2023-02-01,01110102,Pan especial,109.47791262683127
2023-03-01,01110102,Pan especial,109.50210760005812
2023-04-01,01110102,Pan especial,109.53190556851172
2023-05-01,01110102,Pan especial,109.51792082389127
2023-06-01,01110102,Pan especial,109.5520740983186
2023-07-01,01110102,Pan especial,109.56802015582629
2023-08-01,01110102,Pan especial,109.52676486690218
2023-09-01,01110102,Pan especial,109.5705371683422
2023-10-01,01110102,Pan especial,109.40701161826529
2023-11-01,01110102,Pan especial,109.4939712921344
2023-12-01,01110102,Pan especial,109.61405237922995
2024-01-01,01110102,Pan especial,109.70770413084301
2024-02-01,01110102,Pan especial,109.73208881769565
2024-03-01,01110102,Pan especial,109.7068965891497
2024-04-01,01110102,Pan especial,109.73019065734239
2024-05-01,01110102,Pan especial,109.65651447894243
2024-06-01,01110102,Pan especial,109.70608119606024
2024-07-01,01110102,Pan especial,109.69933543866239
2024-08-01,01110102,Pan especial,109.99800340047756
2024-09-01,01110102,Pan especial,110.48930634751999
2024-10-01,01110102,Pan especial,110.88986473571592
2024-11-01,01110102,Pan especial,111.18040803868965
2024-12-01,01110102,Pan especial,114.93137396074083
2025-01-01,01110102,Pan especial,118.70192096602072
2025-02-01,01110102,Pan especial,117.69628005714448
2025-03-01,01110102,Pan especial,116.89155535088236
2025-04-01,01110102,Pan especial,120.26731598156277
2025-05-01,01110102,Pan especial,124.99225796125594
2025-06-01,01110102,Pan especial,127.91727821879302
2025-07-01,01110102,Pan especial,130.67446519803306
2025-08-01,01110102,Pan especial,132.6233801334369
2025-09-01,01110102,Pan especial,133.19372581613916
2025-10-01,01110102,Pan especial,132.88908366727745
2025-11-01,01110102,Pan especial,132.9251488846719
2025-12-01,01110102,Pan especial,134.18887666241034
2018-01-01,01110103,Galletas,103.81774487517967
2018-02-01,01110103,Galletas,103.9380993167273
2018-03-01,01110103,Galletas,104.03368341822512
2018-04-01,01110103,Galletas,103.98936369099437
2018-05-01,01110103,Galletas,104.00377789663465
2018-06-01,01110103,Galletas,103.74159516782164
2018-07-01,01110103,Galletas,103.74498211710123
2018-08-01,01110103,Galletas,103.9607584032754
2018-09-01,01110103,Galletas,104.28601254464039
2018-10-01,01110103,Galletas,104.2562575301452
2018-11-01,01110103,Galletas,104.36027072134328
2018-12-01,01110103,Galletas,104.43263783575301
2019-01-01,01110103,Galletas,104.66183507441062
2019-02-01,01110103,Galletas,104.82507636106699
2019-03-01,01110103,Galletas,104.80234150170035
2019-04-01,01110103,Galletas,104.69395932838914
2019-05-01,01110103,Galletas,104.80764307391568
2019-06-01,01110103,Galletas,105.03230048016519
2019-07-01,01110103,Galletas,105.23697186371234
2019-08-01,01110103,Galletas,105.28904371434953
2019-09-01,01110103,Galletas,105.42196306491229
2019-10-01,01110103,Galletas,105.52225778802249
2019-11-01,01110103,Galletas,105.66446935827372
2019-12-01,01110103,Galletas,105.53747926639726
2020-01-01,01110103,Galletas,105.52444670815404
2020-02-01,01110103,Galletas,105.2875218027294
2020-03-01,01110103,Galletas,105.59262919178795
2020-04-01,01110103,Galletas,105.97404874871145
2020-05-01,01110103,Galletas,106.50589887470528
2020-06-01,01110103,Galletas,106.48104675458583
2020-07-01,01110103,Galletas,106.4519475282788
2020-08-01,01110103,Galletas,106.26911121969636
2020-09-01,01110103,Galletas,106.1712047760011
2020-10-01,01110103,Galletas,105.74458474737645
2020-11-01,01110103,Galletas,105.72113414949173
2020-12-01,01110103,Galletas,106.65222781488319
2021-01-01,01110103,Galletas,106.26512949146387
2021-02-01,01110103,Galletas,106.1318724315696
2021-03-01,01110103,Galletas,106.19138127947329
2021-04-01,01110103,Galletas,106.33594750889665
2021-05-01,01110103,Galletas,106.20182721719632
2021-06-01,01110103,Galletas,106.02965996989853
2021-07-01,01110103,Galletas,106.02992359658722
2021-08-01,01110103,Galletas,105.77514169935253
2021-09-01,01110103,Galletas,105.97954717549189
2021-10-01,01110103,Galletas,106.11370972158578
2021-11-01,01110103,Galletas,106.303756319886
2021-12-01,01110103,Galletas,106.41061244777374
2022-01-01,01110103,Galletas,106.6481205656474
2022-02-01,01110103,Galletas,106.96630995568053
2022-03-01,01110103,Galletas,108.34205360961222
2022-04-01,01110103,Galletas,109.76977000471922
2022-05-01,01110103,Galletas,110.29704484534149
2022-06-01,01110103,Galletas,110.44321714899155
2022-07-01,01110103,Galletas,110.7648377994177
2022-08-01,01110103,Galletas,111.93708461976195
2022-09-01,01110103,Galletas,113.45379467314814
2022-10-01,01110103,Galletas,115.24180568875212
2022-11-01,01110103,Galletas,117.11275554221857
2022-12-01,01110103,Galletas,119.01324270332636
2023-01-01,01110103,Galletas,120.46010506306453
2023-02-01,01110103,Galletas,121.40654041294412
2023-03-01,01110103,Galletas,121.88964479125357
2023-04-01,01110103,Galletas,122.0928628069342
2023-05-01,01110103,Galletas,123.79558631239117
2023-06-01,01110103,Galletas,125.1397529016501
2023-07-01,01110103,Galletas,126.27531525168098
2023-08-01,01110103,Galletas,127.20023733198455
2023-09-01,01110103,Galletas,127.96529509676537
2023-10-01,01110103,Galletas,128.76308036571984
2023-11-01,01110103,Galletas,129.02835674741215
2023-12-01,01110103,Galletas,129.13966549056695
2024-01-01,01110103,Galletas,129.70412175389802
2024-02-01,01110103,Galletas,130.38513852332372
2024-03-01,01110103,Galletas,130.89549545821475
2024-04-01,01110103,Galletas,131.06211157783065
2024-05-01,01110103,Galletas,132.22962397155723
2024-06-01,01110103,Galletas,132.73371719660062
2024-07-01,01110103,Galletas,133.07070331615665
2024-08-01,01110103,Galletas,137.2560087571933
2024-09-01,01110103,Galletas,143.04762342044606
2024-10-01,01110103,Galletas,150.36358408636357
2024-11-01,01110103,Galletas,157.28276907310317
2024-12-01,01110103,Galletas,160.2344297588644
2025-01-01,01110103,Galletas,164.28252689602834
2025-02-01,01110103,Galletas,167.81267444195805
2025-03-01,01110103,Galletas,168.24260273505422
2025-04-01,01110103,Galletas,169.4850407823571
2025-05-01,01110103,Galletas,178.05067361066412
2025-06-01,01110103,Galletas,193.38770718312776
2025-07-01,01110103,Galletas,205.2115134979299
2025-08-01,01110103,Galletas,210.485652898425
2025-09-01,01110103,Galletas,212.54754587642347
2025-10-01,01110103,Galletas,212.91700686978862
2025-11-01,01110103,Galletas,213.06658528483123
2025-12-01,01110103,Galletas,214.16640041790694
2018-01-01,01110201,Panetón,112.42401152836547
2018-02-01,01110201,Panetón,112.42401152836547
2018-03-01,01110201,Panetón,112.42401152836547
2018-04-01,01110201,Panetón,112.42401152836547
2018-05-01,01110201,Panetón,112.42401152836547
2018-06-01,01110201,Panetón,112.42401152836547
2018-07-01,01110201,Panetón,112.42401152836547
2018-08-01,01110201,Panetón,112.42401152836547
2018-09-01,01110201,Panetón,112.42401152836547
2018-10-01,01110201,Panetón,112.42401152836547
2018-11-01,01110201,Panetón,113.7193036597653
2018-12-01,01110201,Panetón,114.17652747883811
2019-01-01,01110201,Panetón,114.06158257237466
2019-02-01,01110201,Panetón,114.06158257237466
2019-03-01,01110201,Panetón,114.06158257237466
2019-04-01,01110201,Panetón,114.06158257237466
2019-05-01,01110201,Panetón,114.06158257237466
2019-06-01,01110201,Panetón,114.06158257237466
2019-07-01,01110201,Panetón,114.06158257237466
2019-08-01,01110201,Panetón,114.06158257237466
2019-09-01,01110201,Panetón,114.06158257237466
2019-10-01,01110201,Panetón,114.06158257237466
2019-11-01,01110201,Panetón,119.76475351433618
2019-12-01,01110201,Panetón,119.73467262413575
2020-01-01,01110201,Panetón,117.87570465203618
2020-02-01,01110201,Panetón,117.87570465203618
2020-03-01,01110201,Panetón,117.87570465203618
2020-04-01,01110201,Panetón,117.87570465203618
2020-05-01,01110201,Panetón,117.87570465203618
2020-06-01,01110201,Panetón,117.87570465203618
2020-07-01,01110201,Panetón,117.87570465203618
2020-08-01,01110201,Panetón,117.87570465203618
2020-09-01,01110201,Panetón,117.87570465203618
2020-10-01,01110201,Panetón,119.68899563675035
2020-11-01,01110201,Panetón,119.01075556730048
2020-12-01,01110201,Panetón,118.31993674452839
2021-01-01,01110201,Panetón,117.45290824562029
2021-02-01,01110201,Panetón,117.45290824562029
2021-03-01,01110201,Panetón,117.45290824562029
2021-04-01,01110201,Panetón,117.45290824562029
2021-05-01,01110201,Panetón,117.45290824562029
2021-06-01,01110201,Panetón,117.45290824562029
2021-07-01,01110201,Panetón,117.45290824562029
2021-08-01,01110201,Panetón,117.45290824562029
2021-09-01,01110201,Panetón,117.45290824562029
2021-10-01,01110201,Panetón,118.18046951731067
2021-11-01,01110201,Panetón,119.92846927320893
2021-12-01,01110201,Panetón,119.98921345797449
2022-01-01,01110201,Panetón,119.77354284335581
2022-02-01,01110201,Panetón,119.77354284335581
2022-03-01,01110201,Panetón,119.77354284335581
2022-04-01,01110201,Panetón,119.77354284335581
2022-05-01,01110201,Panetón,119.77354284335581
2022-06-01,01110201,Panetón,119.77354284335581
2022-07-01,01110201,Panetón,119.77354284335581
2022-08-01,01110201,Panetón,119.77354284335581
2022-09-01,01110201,Panetón,119.77354284335581
2022-10-01,01110201,Panetón,119.77354284335581
2022-11-01,01110201,Panetón,124.1810298896738
2022-12-01,01110201,Panetón,128.77035278530832
2023-01-01,01110201,Panetón,125.20817946046921
2023-02-01,01110201,Panetón,125.11906894153506
2023-03-01,01110201,Panetón,125.11906894153506
2023-04-01,01110201,Panetón,125.11906894153506
2023-05-01,01110201,Panetón,125.11906894153506
2023-06-01,01110201,Panetón,125.11906894153506
2023-07-01,01110201,Panetón,125.11906894153506
2023-08-01,01110201,Panetón,125.11906894153506
2023-09-01,01110201,Panetón,125.11906894153506
2023-10-01,01110201,Panetón,125.11906894153506
2023-11-01,01110201,Panetón,129.08893990289937
2023-12-01,01110201,Panetón,129.61788019769975
2024-01-01,01110201,Panetón,129.19728591364296
2024-02-01,01110201,Panetón,129.19728591364296
2024-03-01,01110201,Panetón,129.19728591364296
2024-04-01,01110201,Panetón,129.19728591364296
2024-05-01,01110201,Panetón,129.19728591364296
2024-06-01,01110201,Panetón,129.19728591364296
2024-07-01,01110201,Panetón,129.19728591364296
2024-08-01,01110201,Panetón,129.19728591364296
2024-09-01,01110201,Panetón,129.19728591364296
2024-10-01,01110201,Panetón,129.19728591364296
2024-11-01,01110201,Panetón,141.1981638392517
2024-12-01,01110201,Panetón,143.00738052403364
2025-01-01,01110201,Panetón,142.05070802716745
2025-02-01,01110201,Panetón,142.05070802716745
2025-03-01,01110201,Panetón,142.05070802716745
2025-04-01,01110201,Panetón,142.05070802716745
2025-05-01,01110201,Panetón,142.05070802716745
2025-06-01,01110201,Panetón,142.05070802716745
2025-07-01,01110201,Panetón,142.05070802716745
2025-08-01,01110201,Panetón,142.05070802716745
2025-09-01,01110201,Panetón,142.05070802716745
2025-10-01,01110201,Panetón,142.05070802716745
2025-11-01,01110201,Panetón,174.40267193709568
2025-12-01,01110201,Panetón,178.44111718635165
2018-01-01,01110203,Torta,99.88051859600134
2018-02-01,01110203,Torta,100.44933764443482
2018-03-01,01110203,Torta,99.93277543956516
2018-04-01,01110203,Torta,101.10252500119815
2018-05-01,01110203,Torta,101.28701692474532
2018-06-01,01110203,Torta,101.18770458470951
2018-07-01,01110203,Torta,101.21346720432547
2018-08-01,01110203,Torta,100.96257438407703
2018-09-01,01110203,Torta,101.35684911810114
2018-10-01,01110203,Torta,101.14146625945833
2018-11-01,01110203,Torta,101.14000741089077
2018-12-01,01110203,Torta,101.01715406891734
2019-01-01,01110203,Torta,101.54168652972946
2019-02-01,01110203,Torta,101.33288484000154
2019-03-01,01110203,Torta,101.49290711065663
2019-04-01,01110203,Torta,101.543331623772
2019-05-01,01110203,Torta,101.92888626439196
2019-06-01,01110203,Torta,102.17861865493315
2019-07-01,01110203,Torta,101.91631229182296
2019-08-01,01110203,Torta,101.73611833315289
2019-09-01,01110203,Torta,101.89229207567034
2019-10-01,01110203,Torta,102.10849314601147
2019-11-01,01110203,Torta,102.60329069179241
2019-12-01,01110203,Torta,102.51531336333932
2020-01-01,01110203,Torta,102.978340919165
2020-02-01,01110203,Torta,103.6243164785469
2020-03-01,01110203,Torta,103.97326533655296
2020-04-01,01110203,Torta,104.00104494660285
2020-05-01,01110203,Torta,104.6831497498973
2020-06-01,01110203,Torta,104.44440336505276
2020-07-01,01110203,Torta,104.77590391061659
2020-08-01,01110203,Torta,104.04121248193296
2020-09-01,01110203,Torta,103.74478687928084
2020-10-01,01110203,Torta,103.89089479459632
2020-11-01,01110203,Torta,104.13996088315622
2020-12-01,01110203,Torta,103.92129333609519
2021-01-01,01110203,Torta,103.52501271006396
2021-02-01,01110203,Torta,103.97626617279607
2021-03-01,01110203,Torta,104.36517620475865
2021-04-01,01110203,Torta,104.56733816155158
2021-05-01,01110203,Torta,104.83636070792073
2021-06-01,01110203,Torta,104.56745885694319
2021-07-01,01110203,Torta,104.757830766654
2021-08-01,01110203,Torta,104.99133775265759
2021-09-01,01110203,Torta,104.97637910471988
2021-10-01,01110203,Torta,104.68036082424118
2021-11-01,01110203,Torta,104.45177153134055
2021-12-01,01110203,Torta,105.5537203576437
2022-01-01,01110203,Torta,105.72898909213546
2022-02-01,01110203,Torta,105.52710860928332
2022-03-01,01110203,Torta,106.71392324080757
2022-04-01,01110203,Torta,108.32642709982727
2022-05-01,01110203,Torta,109.32245318471621
2022-06-01,01110203,Torta,109.7174644281805
2022-07-01,01110203,Torta,109.99019365091958
2022-08-01,01110203,Torta,110.46535168816061
2022-09-01,01110203,Torta,110.60048915539562
2022-10-01,01110203,Torta,110.68378051995205
2022-11-01,01110203,Torta,110.7409648668354
2022-12-01,01110203,Torta,110.53664709018025
2023-01-01,01110203,Torta,110.76604939239161
2023-02-01,01110203,Torta,110.68062138248716
2023-03-01,01110203,Torta,112.29109551761005
2023-04-01,01110203,Torta,112.08953877190436
2023-05-01,01110203,Torta,113.08601176665877
2023-06-01,01110203,Torta,113.39961565306498
2023-07-01,01110203,Torta,113.3323125632661
2023-08-01,01110203,Torta,113.93765549386919
2023-09-01,01110203,Torta,114.14421351770478
2023-10-01,01110203,Torta,114.06493359033676
2023-11-01,01110203,Torta,114.08355600733356
2023-12-01,01110203,Torta,114.28291823732286
2024-01-01,01110203,Torta,114.52658013522223
2024-02-01,01110203,Torta,114.45379952587136
2024-03-01,01110203,Torta,114.77593166144678
2024-04-01,01110203,Torta,115.34892173650067
2024-05-01,01110203,Torta,115.90014794521059
2024-06-01,01110203,Torta,117.02240605029328
2024-07-01,01110203,Torta,117.66123343006174
2024-08-01,01110203,Torta,119.89804123779231
2024-09-01,01110203,Torta,121.80686754355061
2024-10-01,01110203,Torta,122.953555416554
2024-11-01,01110203,Torta,123.66071744525655
2024-12-01,01110203,Torta,124.59557687944415
2025-01-01,01110203,Torta,125.28935821867861
2025-02-01,01110203,Torta,125.65735276984343
2025-03-01,01110203,Torta,127.73964277979313
2025-04-01,01110203,Torta,130.6177026267253
2025-05-01,01110203,Torta,136.89364934571174
2025-06-01,01110203,Torta,142.78984203667147
2025-07-01,01110203,Torta,144.65878688886943
2025-08-01,01110203,Torta,146.4253568297893
2025-09-01,01110203,Torta,148.1013140118066
2025-10-01,01110203,Torta,148.69441230574708
2025-11-01,01110203,Torta,148.42377583011427
2025-12-01,01110203,Torta,149.56688322180622
2018-01-01,01110204,Empanada al horno,99.95344858510448
2018-02-01,01110204,Empanada al horno,100.15053693544047
2018-03-01,01110204,Empanada al horno,100.80394538238251
2018-04-01,01110204,Empanada al horno,100.78612155756461
2018-05-01,01110204,Empanada al horno,100.9108077890569
2018-06-01,01110204,Empanada al horno,101.12768823775113
2018-07-01,01110204,Empanada al horno,101.31213613112145
2018-08-01,01110204,Empanada al horno,101.22626222029618
2018-09-01,01110204,Empanada al horno,101.07183954708417
2018-10-01,01110204,Empanada al horno,101.07183954708417
2018-11-01,01110204,Empanada al horno,101.07183954708417
2018-12-01,01110204,Empanada al horno,101.07183954708417
2019-01-01,01110204,Empanada al horno,101.38688191989687
2019-02-01,01110204,Empanada al horno,101.38688191989687
2019-03-01,01110204,Empanada al horno,101.56068208850837
2019-04-01,01110204,Empanada al horno,101.82961753809595
2019-05-01,01110204,Empanada al horno,101.82961753809595
2019-06-01,01110204,Empanada al horno,102.16481208653596
2019-07-01,01110204,Empanada al horno,102.1045721564653
2019-08-01,01110204,Empanada al horno,102.29661604963474
2019-09-01,01110204,Empanada al horno,102.29661604963474
2019-10-01,01110204,Empanada al horno,102.66119553084808
2019-11-01,01110204,Empanada al horno,102.7450061376452
2019-12-01,01110204,Empanada al horno,102.90693118225774
2020-01-01,01110204,Empanada al horno,102.976693322993
2020-02-01,01110204,Empanada al horno,103.230080746193
2020-03-01,01110204,Empanada al horno,103.230080746193
2020-04-01,01110204,Empanada al horno,103.230080746193
2020-05-01,01110204,Empanada al horno,103.29149100528194
2020-06-01,01110204,Empanada al horno,103.25247143506475
2020-07-01,01110204,Empanada al horno,103.29447729941393
2020-08-01,01110204,Empanada al horno,103.38685799447471
2020-09-01,01110204,Empanada al horno,103.98745540288856
2020-10-01,01110204,Empanada al horno,103.4440582471667
2020-11-01,01110204,Empanada al horno,103.49700949461129
2020-12-01,01110204,Empanada al horno,103.68313802552638
2021-01-01,01110204,Empanada al horno,103.64862830107036
2021-02-01,01110204,Empanada al horno,103.940154678634
2021-03-01,01110204,Empanada al horno,103.83818732873631
2021-04-01,01110204,Empanada al horno,104.12872331205776
2021-05-01,01110204,Empanada al horno,104.34336883062434
2021-06-01,01110204,Empanada al horno,104.49110000733575
2021-07-01,01110204,Empanada al horno,104.68192268084321
2021-08-01,01110204,Empanada al horno,104.58256207434786
2021-09-01,01110204,Empanada al horno,104.7044433485734
2021-10-01,01110204,Empanada al horno,104.9423624567513
2021-11-01,01110204,Empanada al horno,104.96127212173303
2021-12-01,01110204,Empanada al horno,105.28429310889902
2022-01-01,01110204,Empanada al horno,105.51128485342369
2022-02-01,01110204,Empanada al horno,105.57439148461359
2022-03-01,01110204,Empanada al horno,106.38903535601631
2022-04-01,01110204,Empanada al horno,107.01960917111386
2022-05-01,01110204,Empanada al horno,107.63369888355447
2022-06-01,01110204,Empanada al horno,108.18521693971519
2022-07-01,01110204,Empanada al horno,109.57512340306141
2022-08-01,01110204,Empanada al horno,109.57299913411927
2022-09-01,01110204,Empanada al horno,109.73026150525176
2022-10-01,01110204,Empanada al horno,110.08907720562813
2022-11-01,01110204,Empanada al horno,110.20145709280965
2022-12-01,01110204,Empanada al horno,109.67909610396846
2023-01-01,01110204,Empanada al horno,109.72026512880353
2023-02-01,01110204,Empanada al horno,109.62861388361272
2023-03-01,01110204,Empanada al horno,110.01232751986171
2023-04-01,01110204,Empanada al horno,110.33149707195223
2023-05-01,01110204,Empanada al horno,110.93866851295225
2023-06-01,01110204,Empanada al horno,111.7666767347632
2023-07-01,01110204,Empanada al horno,111.50140541152464
2023-08-01,01110204,Empanada al horno,111.75880390024795
2023-09-01,01110204,Empanada al horno,111.80234079403517
2023-10-01,01110204,Empanada al horno,111.83373772475906
2023-11-01,01110204,Empanada al horno,112.35181060564395
2023-12-01,01110204,Empanada al horno,112.44492137372542
2024-01-01,01110204,Empanada al horno,112.5872421999277
2024-02-01,01110204,Empanada al horno,112.65254886480382
2024-03-01,01110204,Empanada al horno,113.13849209355347
2024-04-01,01110204,Empanada al horno,113.08555336105286
2024-05-01,01110204,Empanada al horno,113.49529127813638
2024-06-01,01110204,Empanada al horno,113.76901917234554
2024-07-01,01110204,Empanada al horno,115.01531104469558
2024-08-01,01110204,Empanada al horno,116.92004974543448
2024-09-01,01110204,Empanada al horno,118.69008828615371
2024-10-01,01110204,Empanada al horno,119.96650419998353
2024-11-01,01110204,Empanada al horno,121.02553704211836
2024-12-01,01110204,Empanada al horno,121.25141968218493
